Sl No,NO OF ACCIDENT REPORTED ON THIS CORRIDOR UNDER JURISDICTION,FIR NO,Latitude,Longitude,Distance,NO. OF VEHICLE,Date,DAY OF THE WEEK,Month of the year,Year of Accident,Time,D/N,PATTERN OF COLLISION,TYPE OF COLLISION,TYPE OF VEHICLE-1,TYPE OF VEHICLE-2,FATAL,GRIEVOUS,MINOR,SEVERITY,GEOMETRY,PRESENCE OF MEDIAN,PRESENCE OF SHOULDER,PRESENCE OF FOOTPATH,SIDE ROAD,JN/NOT,day_night_label,year,month_num,day,day_of_week,week_of_year,hour,minute,time_bucket,PATTERN_OF_COLLISION_CODE,PATTERN_OF_COLLISION_LABEL,PATTERN_OF_COLLISION_UNKNOWN,TYPE_OF_COLLISION_CODE,TYPE_OF_COLLISION_LABEL,TYPE_OF_COLLISION_UNKNOWN,TYPE_OF_VEHICLE_1_CODE,TYPE_OF_VEHICLE_1_LABEL,TYPE_OF_VEHICLE_1_UNKNOWN,TYPE_OF_VEHICLE_2_CODE,TYPE_OF_VEHICLE_2_LABEL,TYPE_OF_VEHICLE_2_UNKNOWN,is_weekend,is_night,severity_target
589.0,Chadayamangalam,997/2022,8.841881,76.879505,34.6,2.0,2022-06-24,Friday,June,2022,17.3,D,2.0,1,3.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,2.0,no,Day,2022.0,6,24,Friday,25,17.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Minor
590.0,Chadayamangalam,1002/2022,8.897837,76.860443,41.8,2.0,2022-06-24,Friday,June,2022,12.0,D,2.0,1,4.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2022.0,6,24,Friday,25,12.0,0.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,4,Bus,False,1,Motorised Two-Wheeler,False,0,0,Grievous
591.0,Chadayamangalam,1036/2022,8.895423,76.861987,41.5,2.0,2022-06-27,Monday,June,2022,20.2,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Night,2022.0,6,27,Monday,26,20.0,20.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
592.0,Chadayamangalam,1133/2022,8.9001,76.857474,42.2,2.0,2022-07-23,Saturday,July,2022,22.0,N,2.0,5,3.0,1.0,0.0,0.0,1.0,M,curve,no,yes,yes,1.0,yes,Night,2022.0,7,23,Saturday,29,22.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Minor
593.0,Chadayamangalam,1134/2022,8.897837,76.860443,41.8,2.0,2022-06-10,Friday,June,2022,13.1,D,2.0,2,8.0,1.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,yes,Day,2022.0,6,10,Friday,23,13.0,10.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Minor
594.0,Chadayamangalam,1140/2022,8.897095,76.860904,41.7,2.0,2022-07-31,Sunday,July,2022,20.0,N,2.0,1,1.0,8.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2022.0,7,31,Sunday,30,20.0,0.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,8,Truck/Lorry,False,1,1,Grievous
595.0,Chadayamangalam,1161/2022,8.824455,76.88215,32.6,1.0,2022-08-02,Tuesday,August,2022,21.0,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Night,2022.0,8,2,Tuesday,31,21.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Grievous
596.0,Chadayamangalam,1202/2022,8.844856,76.878726,35.0,2.0,2022-08-10,Wednesday,August,2022,15.0,D,2.0,5,6.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2022.0,8,10,Wednesday,32,15.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
597.0,Chadayamangalam,1217/2022,8.869493,76.870318,38.0,2.0,2022-08-13,Saturday,August,2022,12.3,D,2.0,5,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,2.0,no,Day,2022.0,8,13,Saturday,32,12.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
598.0,Chadayamangalam,1237/2022,8.873841,76.869341,38.5,2.0,2022-07-31,Sunday,July,2022,18.0,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2022.0,7,31,Sunday,30,18.0,0.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
599.0,Chadayamangalam,1242/2022,8.853327,76.87452,36.1,1.0,2022-07-22,Friday,July,2022,6.55,D,1.0,4,1.0,0.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2022.0,7,22,Friday,29,6.0,55.0,6-12,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,1,Motorised Two-Wheeler,False,0,Unknown/Out-of-master,True,0,0,Grievous
600.0,Chadayamangalam,1309/2022,8.909802,76.854994,43.4,2.0,2022-08-19,Friday,August,2022,15.3,D,2.0,1,3.0,8.0,0.0,1.0,0.0,G,curve,yes,yes,no,1.0,no,Day,2022.0,8,19,Friday,33,15.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,8,Truck/Lorry,False,0,0,Grievous
601.0,Chadayamangalam,1331/2022,8.823793,76.882444,32.6,2.0,2022-08-31,Wednesday,August,2022,23.0,N,2.0,2,3.0,3.0,0.0,1.0,6.0,G,curve,no,yes,yes,0.0,yes,Night,2022.0,8,31,Wednesday,35,23.0,0.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,1,Grievous
602.0,Chadayamangalam,1370/2022,8.850615,76.875604,35.7,2.0,2022-08-16,Tuesday,August,2022,19.3,N,2.0,5,1.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,1.0,no,Night,2022.0,8,16,Tuesday,33,19.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
603.0,Chadayamangalam,1375/2022,8.849525,76.876439,35.6,2.0,2022-09-03,Saturday,September,2022,19.3,N,2.0,2,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Night,2022.0,9,3,Saturday,35,19.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,1,Grievous
604.0,Chadayamangalam,1387/2022,8.860827,76.874107,36.9,2.0,2022-08-25,Thursday,August,2022,19.15,N,2.0,5,1.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,0.0,no,Night,2022.0,8,25,Thursday,34,19.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Minor
605.0,Chadayamangalam,1406/2022,8.80728,76.881392,30.6,2.0,2022-09-06,Tuesday,September,2022,19.0,N,2.0,1,2.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,1.0,no,Night,2022.0,9,6,Tuesday,36,19.0,0.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,1,Minor
606.0,Chadayamangalam,1412/2022,8.898398,76.86007,41.9,1.0,2022-09-17,Saturday,September,2022,12.3,D,3.0,8,1.0,11.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,yes,Day,2022.0,9,17,Saturday,37,12.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Minor
607.0,Chadayamangalam,1419/2022,8.86848,76.870146,37.9,2.0,2022-09-10,Saturday,September,2022,12.3,D,2.0,2,2.0,1.0,0.0,2.0,0.0,G,curve,no,yes,no,1.0,no,Day,2022.0,9,10,Saturday,36,12.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,1,0,Grievous
608.0,Chadayamangalam,4/2023,8.83453421317246,76.8814529059778,33.8,2.0,2023-01-01,Sunday,January,2023,15.35,D,6.0,11,3.0,3.0,0.0,0.0,2.0,M,straight,no,yes,no,0.0,no,Day,2023.0,1,1,Sunday,52,15.0,35.0,12-18,6,Hit Standing/Parked Vehicle,False,11,Others (Specify),False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,0,Minor
609.0,Chadayamangalam,7/2023,8.89859716602148,76.8599123572245,41.9,1.0,2023-01-02,Monday,January,2023,11.3,D,3.0,8,4.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2023.0,1,2,Monday,1,11.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,4,Bus,False,11,Pedestrian,False,0,0,Grievous
610.0,Chadayamangalam,41/2023,8.89155696025387,76.8659400138212,40.9,1.0,2023-01-09,Monday,January,2023,9.0,D,1.0,9,4.0,0.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2023.0,1,9,Monday,2,9.0,0.0,6-12,1,Single Vehicle,False,9,Passenger Fell Down,False,4,Bus,False,0,Unknown/Out-of-master,True,0,0,Grievous
611.0,Chadayamangalam,42/2023,8.84226839885864,76.8794722034388,34.7,2.0,2023-01-09,Monday,January,2023,15.0,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,1,9,Monday,2,15.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
612.0,Chadayamangalam,55/2023,8.87385654220581,76.869330757449,38.5,2.0,2022-12-26,Monday,December,2022,18.3,N,2.0,1,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,0.0,no,Night,2022.0,12,26,Monday,52,18.0,30.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
613.0,Chadayamangalam,94/2023,8.85692674474483,76.8744503765192,36.5,2.0,2023-01-16,Monday,January,2023,10.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,1,16,Monday,3,10.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
614.0,Chadayamangalam,105/2023,8.823797860202,76.8824476378944,32.6,2.0,2022-12-23,Friday,December,2022,17.15,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2022.0,12,23,Friday,51,17.0,15.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Grievous
615.0,Chadayamangalam,155/2023,8.87318422389048,76.869378250253,38.5,1.0,2023-01-30,Monday,January,2023,7.4,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,1,30,Monday,5,7.0,40.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Grievous
616.0,Chadayamangalam,156/2023,8.84226094971495,76.8794836428719,34.7,1.0,2023-01-16,Monday,January,2023,11.0,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,1,16,Monday,3,11.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Grievous
617.0,Chadayamangalam,164/2023,8.85074254870898,76.8754669296457,35.7,1.0,2023-01-21,Saturday,January,2023,7.15,N,3.0,8,12.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Night,2023.0,1,21,Saturday,3,7.0,15.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,12,Unknown Vehicle,False,11,Pedestrian,False,1,1,Grievous
618.0,Chadayamangalam,176/2023,8.86907362633978,76.8702728879939,38.0,2.0,2023-01-27,Friday,January,2023,9.3,N,2.0,2,7.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Night,2023.0,1,27,Friday,4,9.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,1,Motorised Two-Wheeler,False,0,1,Grievous
619.0,Chadayamangalam,183/2023,8.86907362633978,76.8702728879939,38.0,2.0,2023-02-03,Friday,February,2023,9.3,N,2.0,5,1.0,1.0,1.0,0.0,0.0,F,straight,no,yes,no,2.0,no,Night,2023.0,2,3,Friday,5,9.0,30.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Fatal
620.0,Chadayamangalam,219/2023,8.86651981833426,76.8702056727207,37.7,2.0,2023-01-26,Thursday,January,2023,11.2,D,2.0,1,1.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,1.0,no,Day,2023.0,1,26,Thursday,4,11.0,20.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
621.0,Chadayamangalam,243/2023,8.89907272532364,76.8592737331098,42.0,1.0,2023-02-09,Thursday,February,2023,11.3,D,3.0,8,5.0,11.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,no,Day,2023.0,2,9,Thursday,6,11.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,11,Pedestrian,False,0,0,Minor
622.0,Chadayamangalam,252/2023,8.90612293067975,76.8546973018134,43.0,2.0,2023-02-13,Monday,February,2023,11.15,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,2,13,Monday,7,11.0,15.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
623.0,Chadayamangalam,298/2023,8.89635921834929,76.8614546613558,41.6,2.0,2023-02-16,Thursday,February,2023,9.0,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Day,2023.0,2,16,Thursday,7,9.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
624.0,Chadayamangalam,317/2023,8.89907272532364,76.8592737331098,42.0,2.0,2023-02-21,Tuesday,February,2023,11.0,D,2.0,2,1.0,14.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,no,Day,2023.0,2,21,Tuesday,8,11.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,14,Others (Specify),False,0,0,Minor
625.0,Chadayamangalam,320/2023,8.82380443107705,76.8824233040013,32.6,2.0,2023-02-19,Sunday,February,2023,14.15,D,2.0,2,3.0,1.0,0.0,0.0,1.0,M,curve,no,yes,yes,0.0,yes,Day,2023.0,2,19,Sunday,7,14.0,15.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Minor
626.0,Chadayamangalam,325/2023,8.85692216858398,76.8744306485019,36.5,2.0,2023-02-28,Tuesday,February,2023,7.4,D,2.0,2,4.0,1.0,2.0,0.0,0.0,F,straight,no,yes,no,2.0,no,Day,2023.0,2,28,Tuesday,9,7.0,40.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,4,Bus,False,1,Motorised Two-Wheeler,False,0,0,Fatal
627.0,Chadayamangalam,349/2023,8.90896904379333,76.8549636109664,43.3,2.0,2023-02-28,Tuesday,February,2023,16.55,D,2.0,2,3.0,1.0,0.0,1.0,1.0,G,straight,yes,yes,no,0.0,no,Day,2023.0,2,28,Tuesday,9,16.0,55.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
628.0,Chadayamangalam,359/2023,8.89548122884374,76.8619769654334,41.5,2.0,2023-02-25,Saturday,February,2023,19.3,N,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Night,2023.0,2,25,Saturday,8,19.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
629.0,Chadayamangalam,372/2023,8.82943715347359,76.8818189862216,33.2,2.0,2023-02-27,Monday,February,2023,12.3,D,2.0,2,7.0,1.0,0.0,1.0,2.0,G,straight,no,yes,no,1.0,no,Day,2023.0,2,27,Monday,9,12.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,1,Motorised Two-Wheeler,False,0,0,Grievous
630.0,Chadayamangalam,384/2023,8.86907141375994,76.8702545183568,38.0,2.0,2023-03-06,Monday,March,2023,22.3,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Night,2023.0,3,6,Monday,10,22.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
631.0,Chadayamangalam,401/2023,8.82211098167302,76.8828313767052,32.4,2.0,2023-03-07,Tuesday,March,2023,9.3,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,2.0,no,Day,2023.0,3,7,Tuesday,10,9.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
632.0,Chadayamangalam,402/2023,8.82211098167302,76.8828313767052,32.3,1.0,2023-03-13,Monday,March,2023,12.15,D,3.0,8,5.0,11.0,1.0,0.0,0.0,F,curve,no,yes,yes,0.0,no,Day,2023.0,3,13,Monday,11,12.0,15.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,11,Pedestrian,False,0,0,Fatal
633.0,Chadayamangalam,451/2023,8.8237731758765,76.8824470223837,32.5,2.0,2023-03-11,Saturday,March,2023,19.15,N,2.0,1,4.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Night,2023.0,3,11,Saturday,10,19.0,15.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,4,Bus,False,1,Motorised Two-Wheeler,False,1,1,Grievous
634.0,Chadayamangalam,457/2023,8.8237731758765,76.8824470223837,32.5,1.0,2023-03-18,Saturday,March,2023,12.45,D,3.0,8,7.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2023.0,3,18,Saturday,11,12.0,45.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,11,Pedestrian,False,1,0,Grievous
635.0,Chadayamangalam,506/2023,8.90649209759756,76.8544293174929,43.0,2.0,2023-03-26,Sunday,March,2023,14.15,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,3,26,Sunday,12,14.0,15.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
636.0,Chadayamangalam,562/2023,8.90649209759756,76.8544293174929,43.0,2.0,2023-04-11,Tuesday,April,2023,7.15,D,2.0,5,3.0,1.0,0.0,0.0,1.0,M,curve,no,yes,no,0.0,no,Day,2023.0,4,11,Tuesday,15,7.0,15.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Minor
637.0,Chadayamangalam,577/2023,8.89987401201052,76.8578733291554,42.2,2.0,2023-04-14,Friday,April,2023,22.0,N,2.0,5,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,1.0,yes,Night,2023.0,4,14,Friday,15,22.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
638.0,Chadayamangalam,594/2023,8.88630341777441,76.8691720329356,40.1,2.0,2023-04-15,Saturday,April,2023,21.45,N,2.0,5,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,1.0,no,Night,2023.0,4,15,Saturday,15,21.0,45.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
639.0,Chadayamangalam,600/2023,8.90547350229799,76.8552332800835,42.9,2.0,2023-04-17,Monday,April,2023,20.0,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,yes,Night,2023.0,4,17,Monday,16,20.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
640.0,Chadayamangalam,601/2023,8.82381318172174,76.882413887581,32.6,2.0,2023-04-20,Thursday,April,2023,15.45,D,2.0,1,3.0,1.0,0.0,0.0,1.0,M,curve,no,yes,yes,0.0,yes,Day,2023.0,4,20,Thursday,16,15.0,45.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Minor
641.0,Chadayamangalam,628/2023,8.87675960927125,76.8675796991017,39.0,2.0,2023-04-23,Sunday,April,2023,21.3,N,2.0,5,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,0.0,no,Night,2023.0,4,23,Sunday,16,21.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
642.0,Chadayamangalam,631/2023,8.82429492237048,76.882225990435,32.6,2.0,2023-04-22,Saturday,April,2023,17.45,D,3.0,8,2.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2023.0,4,22,Saturday,16,17.0,45.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,2,Passenger Auto,False,11,Pedestrian,False,1,0,Grievous
643.0,Chadayamangalam,642/2023,8.89987401201052,76.8578733291554,42.2,2.0,2023-04-29,Saturday,April,2023,14.0,D,2.0,5,8.0,4.0,0.0,0.0,1.0,M,curve,no,yes,yes,1.0,yes,Day,2023.0,4,29,Saturday,17,14.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,8,Truck/Lorry,False,4,Bus,False,1,0,Minor
644.0,Chadayamangalam,677/2023,8.82377989025336,76.8825415850487,32.5,2.0,2023-04-19,Wednesday,April,2023,8.45,D,2.0,2,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,0.0,yes,Day,2023.0,4,19,Wednesday,16,8.0,45.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
645.0,Chadayamangalam,729/2023,8.87182944189272,76.8696898259527,38.3,1.0,2023-05-02,Tuesday,May,2023,8.0,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,5,2,Tuesday,18,8.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Grievous
646.0,Chadayamangalam,731/2023,8.8567853851552,76.874479113712,36.5,2.0,2023-05-09,Tuesday,May,2023,8.3,D,2.0,1,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,2.0,no,Day,2023.0,5,9,Tuesday,19,8.0,30.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
647.0,Chadayamangalam,768/2023,8.88617565845034,76.8691421268804,40.1,2.0,2023-05-21,Sunday,May,2023,14.0,D,2.0,1,2.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,1.0,no,Day,2023.0,5,21,Sunday,20,14.0,0.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,1,0,Grievous
648.0,Chadayamangalam,887/2023,8.87461157563066,76.8693616347165,38.6,2.0,2023-06-12,Monday,June,2023,17.1,D,2.0,2,13.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,3.0,no,Day,2023.0,6,12,Monday,24,17.0,10.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,13,Ambulance,False,1,Motorised Two-Wheeler,False,0,0,Grievous
649.0,Chadayamangalam,892/2023,8.84670245160554,76.8785072518819,35.2,2.0,2023-06-11,Sunday,June,2023,18.4,N,2.0,10,12.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Night,2023.0,6,11,Sunday,23,18.0,40.0,18-24,2,Vehicle to Vehicle,False,10,Not Known,False,12,Unknown Vehicle,False,1,Motorised Two-Wheeler,False,1,1,Grievous
650.0,Chadayamangalam,966/2023,8.84944915521257,76.876476325357,35.5,2.0,2023-06-27,Tuesday,June,2023,14.1,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,6,27,Tuesday,26,14.0,10.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
651.0,Chadayamangalam,1017/2023,8.836509,76.88139,34.0,2.0,2023-07-08,Saturday,July,2023,11.3,D,2.0,2,12.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2023.0,7,8,Saturday,27,11.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,12,Unknown Vehicle,False,1,Motorised Two-Wheeler,False,1,0,Grievous
652.0,Chadayamangalam,1037/2023,8.90910231420242,76.8549589779915,43.3,2.0,2023-07-10,Monday,July,2023,12.3,D,2.0,1,7.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,0.0,no,Day,2023.0,7,10,Monday,28,12.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,1,Motorised Two-Wheeler,False,0,0,Grievous
